gene_entry,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Rpa2,Q62193,RFA2_MOUSE,reviewed,Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34),Rpa2 Rpa34,Mus musculus (Mouse),270
Rpap3,Q9D706,RPAP3_MOUSE,reviewed,RNA polymerase II-associated protein 3,Rpap3 D15Ertd682e,Mus musculus (Mouse),660
Rpl10,Q6ZWV3,RL10_MOUSE,reviewed,60S ribosomal protein L10 (Protein QM homolog) (Ribosomal protein L10),Rpl10 Qm,Mus musculus (Mouse),214
Rpl10a,P53026,RL10A_MOUSE,reviewed,60S ribosomal protein L10a (CSA-19) (Neural precursor cell expressed developmentally down-regulated protein 6) (NEDD-6),Rpl10a Nedd-6 Nedd6,Mus musculus (Mouse),217
Rpl11,Q9CXW4,RL11_MOUSE,reviewed,60S ribosomal protein L11,Rpl11,Mus musculus (Mouse),178
Rpl12,P35979,RL12_MOUSE,reviewed,60S ribosomal protein L12,Rpl12,Mus musculus (Mouse),165
Rpl13,P47963,RL13_MOUSE,reviewed,60S ribosomal protein L13 (A52),Rpl13,Mus musculus (Mouse),211
Rpl13a,P19253,RL13A_MOUSE,reviewed,60S ribosomal protein L13a (Transplantation antigen P198) (Tum-P198 antigen),Rpl13a P198 Tstap198-7,Mus musculus (Mouse),203
Rpl14,Q9CR57,RL14_MOUSE,reviewed,60S ribosomal protein L14,Rpl14,Mus musculus (Mouse),217
Rpl15,Q9CZM2,RL15_MOUSE,reviewed,60S ribosomal protein L15,Rpl15,Mus musculus (Mouse),204
Rpl17,Q9CPR4,RL17_MOUSE,reviewed,60S ribosomal protein L17,Rpl17,Mus musculus (Mouse),184
Rpl18,P35980,RL18_MOUSE,reviewed,60S ribosomal protein L18,Rpl18,Mus musculus (Mouse),188
Rpl27,P61358,RL27_MOUSE,reviewed,60S ribosomal protein L27,Rpl27,Mus musculus (Mouse),136
Rpl27a,P14115,RL27A_MOUSE,reviewed,60S ribosomal protein L27a (L29),Rpl27a,Mus musculus (Mouse),148
Rpl4,Q9D8E6,RL4_MOUSE,reviewed,60S ribosomal protein L4,Rpl4,Mus musculus (Mouse),419
Rpl7l1,Q9D8M4,RL7L_MOUSE,reviewed,60S ribosomal protein L7-like 1,Rpl7l1,Mus musculus (Mouse),246
Rplp0,P14869,RLA0_MOUSE,reviewed,60S acidic ribosomal protein P0 (60S ribosomal protein L10E),Rplp0 Arbp,Mus musculus (Mouse),317
Rplp1,P47955,RLA1_MOUSE,reviewed,60S acidic ribosomal protein P1,Rplp1,Mus musculus (Mouse),114
Rplp2,P99027,RLA2_MOUSE,reviewed,60S acidic ribosomal protein P2,Rplp2,Mus musculus (Mouse),115
Rps10,P63325,RS10_MOUSE,reviewed,40S ribosomal protein S10,Rps10,Mus musculus (Mouse),165
Rps13,P62301,RS13_MOUSE,reviewed,40S ribosomal protein S13,Rps13,Mus musculus (Mouse),151
Rps18,P62270,RS18_MOUSE,reviewed,40S ribosomal protein S18 (Ke-3) (Ke3),Rps18,Mus musculus (Mouse),152
Rps19bp1,Q8C6B9,AROS_MOUSE,reviewed,Active regulator of SIRT1 (40S ribosomal protein S19-binding protein 1) (RPS19-binding protein 1) (S19BP),Rps19bp1 Aros,Mus musculus (Mouse),143
Rps20,P60867,RS20_MOUSE,reviewed,40S ribosomal protein S20,Rps20,Mus musculus (Mouse),119
Rps21,Q9CQR2,RS21_MOUSE,reviewed,40S ribosomal protein S21,Rps21,Mus musculus (Mouse),83
Rps24,P62849,RS24_MOUSE,reviewed,40S ribosomal protein S24,Rps24,Mus musculus (Mouse),133
Rps3a1,P97351,RS3A_MOUSE,reviewed,40S ribosomal protein S3a (Protein TU-11),Rps3a Rps3a1,Mus musculus (Mouse),264
Rps6ka1,P18653,KS6A1_MOUSE,reviewed,Ribosomal protein S6 kinase alpha-1 (S6K-alpha-1) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 1) (p90-RSK 1) (p90RSK1) (p90S6K) (MAP kinase-activated protein kinase 1a) (MAPK-activated protein kinase 1a) (MAPKAP kinase 1a) (MAPKAPK-1a) (Ribosomal S6 kinase 1) (RSK-1),Rps6ka1 Mapkapk1a Rsk1,Mus musculus (Mouse),724
Rps6ka3,P18654,KS6A3_MOUSE,reviewed,Ribosomal protein S6 kinase alpha-3 (S6K-alpha-3) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 3) (p90-RSK 3) (p90RSK3) (MAP kinase-activated protein kinase 1b) (MAPK-activated protein kinase 1b) (MAPKAP kinase 1b) (MAPKAPK-1b) (Ribosomal S6 kinase 2) (RSK-2) (pp90RSK2),Rps6ka3 Mapkapk1b Rps6ka-rs1 Rsk2,Mus musculus (Mouse),740
Rps6ka4,Q9Z2B9,KS6A4_MOUSE,reviewed,Ribosomal protein S6 kinase alpha-4 (S6K-alpha-4) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 4) (Nuclear mitogen- and stress-activated protein kinase 2) (RSK-like protein kinase) (RLSK),Rps6ka4 Msk2,Mus musculus (Mouse),773
Rps6kb1,Q8BSK8,KS6B1_MOUSE,reviewed,Ribosomal protein S6 kinase beta-1 (S6K-beta-1) (S6K1) (EC 2.7.11.1) (70 kDa ribosomal protein S6 kinase 1) (P70S6K1) (p70-S6K 1) (Ribosomal protein S6 kinase I) (S6K) (p70 ribosomal S6 kinase alpha) (p70 S6 kinase alpha) (p70 S6K-alpha) (p70 S6KA),Rps6kb1,Mus musculus (Mouse),525
Rps8,P62242,RS8_MOUSE,reviewed,40S ribosomal protein S8,Rps8,Mus musculus (Mouse),208
Rpsa,P14206,RSSA_MOUSE,reviewed,40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP),Rpsa Lamr1 P40-8,Mus musculus (Mouse),295
Rptor,Q8K4Q0,RPTOR_MOUSE,reviewed,Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein),Rptor Raptor,Mus musculus (Mouse),1335
Rraga,Q80X95,RRAGA_MOUSE,reviewed,Ras-related GTP-binding protein A (Rag A) (RagA),Rraga,Mus musculus (Mouse),313
Rragc,Q99K70,RRAGC_MOUSE,reviewed,Ras-related GTP-binding protein C (Rag C) (RagC) (GTPase-interacting protein 2) (TIB929),Rragc,Mus musculus (Mouse),398
Rras2,P62071,RRAS2_MOUSE,reviewed,Ras-related protein R-Ras2,Rras2,Mus musculus (Mouse),204
Rrbp1,Q99PL5,RRBP1_MOUSE,reviewed,Ribosome-binding protein 1 (Ribosome receptor protein) (RRp) (mRRp),Rrbp1,Mus musculus (Mouse),1605
Rreb1,Q3UH06,RREB1_MOUSE,reviewed,Ras-responsive element-binding protein 1 (RREB-1) (RAS-responsive zinc finger transcription factor RREB),Rreb1,Mus musculus (Mouse),1700
Rrm1,P07742,RIR1_MOUSE,reviewed,Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit),Rrm1,Mus musculus (Mouse),792
Rrm2,P11157,RIR2_MOUSE,reviewed,Ribonucleoside-diphosphate reductase subunit M2 (EC 1.17.4.1) (Ribonucleotide reductase small chain) (Ribonucleotide reductase small subunit),Rrm2,Mus musculus (Mouse),390
Rsad2,Q8CBB9,RSAD2_MOUSE,reviewed,"Radical S-adenosyl methionine domain-containing protein 2 (Viperin) (Virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible)",Rsad2 Vig1,Mus musculus (Mouse),362
Rsrp1,Q3UC65,RSRP1_MOUSE,reviewed,Arginine/serine-rich protein 1,Rsrp1 D4Wsu53e MNCb-0169,Mus musculus (Mouse),298
Rsu1,Q01730,RSU1_MOUSE,reviewed,Ras suppressor protein 1 (RSP-1) (Rsu-1),Rsu1 Rsp1,Mus musculus (Mouse),277
Rtf1,A2AQ19,RTF1_MOUSE,reviewed,RNA polymerase-associated protein RTF1 homolog,Rtf1,Mus musculus (Mouse),715
Rtn3,Q9ES97,RTN3_MOUSE,reviewed,Reticulon-3,Rtn3,Mus musculus (Mouse),964
Rtn4,Q99P72,RTN4_MOUSE,reviewed,Reticulon-4 (Neurite outgrowth inhibitor) (Nogo protein),Rtn4 Kiaa0886 Nogo,Mus musculus (Mouse),1162
Runx1,Q03347,RUNX1_MOUSE,reviewed,Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit),Runx1 Aml1 Cbfa2 Pebp2ab,Mus musculus (Mouse),451
S100a1,P56565,S10A1_MOUSE,reviewed,Protein S100-A1 (S-100 protein alpha chain) (S-100 protein subunit alpha) (S100 calcium-binding protein A1),S100a1,Mus musculus (Mouse),94
S100a11,P50543,S10AB_MOUSE,reviewed,Protein S100-A11 (Calgizzarin) (Endothelial monocyte-activating polypeptide) (EMAP) (Protein S100-C) (S100 calcium-binding protein A11),S100a11 S100c,Mus musculus (Mouse),98
S100a14,Q9D2Q8,S10AE_MOUSE,reviewed,Protein S100-A14 (S100 calcium-binding protein A14) (S114),S100a14 Gm1020 S100a15,Mus musculus (Mouse),104
S100a16,Q9D708,S10AG_MOUSE,reviewed,Protein S100-A16 (Protein S100F) (S100 calcium binding protein A16),S100a16,Mus musculus (Mouse),124
Saa1,P05366,SAA1_MOUSE,reviewed,Serum amyloid A-1 protein,Saa1,Mus musculus (Mouse),122
Saa2,P05367,SAA2_MOUSE,reviewed,Serum amyloid A-2 protein [Cleaved into: Amyloid protein A (Amyloid fibril protein AA)],Saa2,Mus musculus (Mouse),122
Safb,D3YXK2,SAFB1_MOUSE,reviewed,Scaffold attachment factor B1 (SAF-B1),Safb Safb1,Mus musculus (Mouse),937
Samd5,Q3V1H9,SAMD5_MOUSE,reviewed,Sterile alpha motif domain-containing protein 5 (SAM domain-containing protein 5),Samd5,Mus musculus (Mouse),173
Samd9l,Q69Z37,SAM9L_MOUSE,reviewed,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),Samd9l Kiaa2005,Mus musculus (Mouse),1561
Samhd1,Q60710,SAMH1_MOUSE,reviewed,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Interferon-gamma-inducible protein Mg11) (SAM domain and HD domain-containing protein 1) (mSAMHD1),Samhd1 Mg21,Mus musculus (Mouse),658
Sap130,Q8BIH0,SP130_MOUSE,reviewed,Histone deacetylase complex subunit SAP130 (130 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p130),Sap130,Mus musculus (Mouse),1057
Sar1a,P36536,SAR1A_MOUSE,reviewed,GTP-binding protein SAR1a,Sar1a Sara Sara1,Mus musculus (Mouse),198
Sars,P26638,SYSC_MOUSE,reviewed,"Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)",Sars Sars1 Sers,Mus musculus (Mouse),512
Sass6,Q80UK7,SAS6_MOUSE,reviewed,Spindle assembly abnormal protein 6 homolog,Sass6 Sas6,Mus musculus (Mouse),654
Sat1,P48026,SAT1_MOUSE,reviewed,Diamine acetyltransferase 1 (EC 2.3.1.57) (Polyamine N-acetyltransferase 1) (Putrescine acetyltransferase) (Spermidine/spermine N(1)-acetyltransferase 1) (SSAT) (SSAT-1),Sat1 Sat,Mus musculus (Mouse),171
Sat1,P58735,S26A1_MOUSE,reviewed,Sulfate anion transporter 1 (SAT-1) (Solute carrier family 26 member 1),Slc26a1 Sat1,Mus musculus (Mouse),704
Satb2,Q8VI24,SATB2_MOUSE,reviewed,DNA-binding protein SATB2 (Special AT-rich sequence-binding protein 2),Satb2 Kiaa1034,Mus musculus (Mouse),733
Sbf1,Q6ZPE2,MTMR5_MOUSE,reviewed,Myotubularin-related protein 5 (Inactive phosphatidylinositol 3-phosphatase 5) (SET-binding factor 1) (Sbf1),Sbf1 Kiaa3020 Mtmr5,Mus musculus (Mouse),1867
Sbno1,Q689Z5,SBNO1_MOUSE,reviewed,Protein strawberry notch homolog 1 (mSno1),Sbno1 Sno1,Mus musculus (Mouse),1390
Sbno2,Q7TNB8,SBNO2_MOUSE,reviewed,Protein strawberry notch homolog 2,Sbno2 Sno Stno,Mus musculus (Mouse),1349
Sc5d,O88822,SC5D_MOUSE,reviewed,Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase),Sc5d Sc5dl,Mus musculus (Mouse),299
Scaf4,Q7TSH6,SCAF4_MOUSE,reviewed,"SR-related and CTD-associated factor 4 (CTD-binding SR-like protein RA4) (Splicing factor, arginine/serine-rich 15)",Scaf4 Kiaa1172 Srsf15,Mus musculus (Mouse),1183
Scaf8,Q6DID3,SCAF8_MOUSE,reviewed,SR-related and CTD-associated factor 8 (RNA-binding motif protein 16),Scaf8 Kiaa1116 Rbm16,Mus musculus (Mouse),1268
Scamp2,Q9ERN0,SCAM2_MOUSE,reviewed,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),Scamp2,Mus musculus (Mouse),329
Scap,Q6GQT6,SCAP_MOUSE,reviewed,Sterol regulatory element-binding protein cleavage-activating protein (SCAP) (SREBP cleavage-activating protein),Scap Kiaa0199,Mus musculus (Mouse),1276
Scarb2,O35114,SCRB2_MOUSE,reviewed,Lysosome membrane protein 2 (85 kDa lysosomal membrane sialoglycoprotein) (LGP85) (Lysosome membrane protein II) (LIMP II) (Scavenger receptor class B member 2),Scarb2,Mus musculus (Mouse),478
Scd2,P13011,ACOD2_MOUSE,reviewed,Acyl-CoA desaturase 2 (EC 1.14.19.1) (Delta(9)-desaturase 2) (Delta-9 desaturase 2) (Fatty acid desaturase 2) (Stearoyl-CoA desaturase 2),Scd2,Mus musculus (Mouse),358
Scml4,Q80VG1,SCML4_MOUSE,reviewed,Sex comb on midleg-like protein 4,Scml4,Mus musculus (Mouse),408
Scnn1a,Q61180,SCNNA_MOUSE,reviewed,Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),Scnn1a,Mus musculus (Mouse),699
Sco1,Q5SUC9,SCO1_MOUSE,reviewed,"Protein SCO1 homolog, mitochondrial",Sco1,Mus musculus (Mouse),284
Scrib,Q80U72,SCRIB_MOUSE,reviewed,Protein scribble homolog (Scribble) (Protein LAP4),Scrib Kiaa0147 Lap4 Scrib1,Mus musculus (Mouse),1612
Scrn2,Q8VCA8,SCRN2_MOUSE,reviewed,Secernin-2,Scrn2,Mus musculus (Mouse),425
Scyl3,Q9DBQ7,PACE1_MOUSE,reviewed,Protein-associating with the carboxyl-terminal domain of ezrin (Ezrin-binding protein PACE-1) (SCY1-like protein 3),Scyl3 Pace1,Mus musculus (Mouse),735
Sdad1,Q80UZ2,SDA1_MOUSE,reviewed,Protein SDA1 homolog (SDA1 domain-containing protein 1),Sdad1,Mus musculus (Mouse),687
Sdc1,P18828,SDC1_MOUSE,reviewed,Syndecan-1 (SYND1) (CD antigen CD138),Sdc1 Synd-1 Synd1,Mus musculus (Mouse),311
Sdc4,O35988,SDC4_MOUSE,reviewed,Syndecan-4 (SYND4) (Ryudocan core protein),Sdc4,Mus musculus (Mouse),198
Sdcbp,O08992,SDCB1_MOUSE,reviewed,Syntenin-1 (Scaffold protein Pbp1) (Syndecan-binding protein 1),Sdcbp,Mus musculus (Mouse),299
Sdf2,Q9DCT5,SDF2_MOUSE,reviewed,Stromal cell-derived factor 2 (SDF-2),Sdf2,Mus musculus (Mouse),211
Sdha,Q8K2B3,SDHA_MOUSE,reviewed,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)",Sdha,Mus musculus (Mouse),664
Sec16a,E9QAT4,SC16A_MOUSE,reviewed,Protein transport protein Sec16A (SEC16 homolog A) (p250),Sec16a Kiaa0310 Sec16,Mus musculus (Mouse),2357
Sec22b,O08547,SC22B_MOUSE,reviewed,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1) (mSec22b),Sec22b Sec22l1,Mus musculus (Mouse),215
Sec23a,Q01405,SC23A_MOUSE,reviewed,Protein transport protein Sec23A (SEC23-related protein A),Sec23a Sec23 Sec23r,Mus musculus (Mouse),765
Sec23b,Q9D662,SC23B_MOUSE,reviewed,Protein transport protein Sec23B (SEC23-related protein B),Sec23b,Mus musculus (Mouse),767
Sec24a,Q3U2P1,SC24A_MOUSE,reviewed,Protein transport protein Sec24A (SEC24-related protein A),Sec24a,Mus musculus (Mouse),1090
Sec31a,Q3UPL0,SC31A_MOUSE,reviewed,Protein transport protein Sec31A (SEC31-like protein 1) (SEC31-related protein A),Sec31a Sec31l1,Mus musculus (Mouse),1230
Sec61b,Q9CQS8,SC61B_MOUSE,reviewed,Protein transport protein Sec61 subunit beta,Sec61b,Mus musculus (Mouse),96
Sec63,Q8VHE0,SEC63_MOUSE,reviewed,Translocation protein SEC63 homolog,Sec63 Sec63l,Mus musculus (Mouse),760
Secisbp2l,Q6A098,SBP2L_MOUSE,reviewed,Selenocysteine insertion sequence-binding protein 2-like (SECIS-binding protein 2-like),Secisbp2l Kiaa0256,Mus musculus (Mouse),1086
Sectm1b,Q9JL59,SCT1B_MOUSE,reviewed,Secreted and transmembrane protein 1b (Protein K-12),Sectm1b K12 Sectm1,Mus musculus (Mouse),212
Sel1l,Q9Z2G6,SE1L1_MOUSE,reviewed,Protein sel-1 homolog 1 (Suppressor of lin-12-like protein 1) (Sel-1L),Sel1l Sel1h,Mus musculus (Mouse),790
Sel1l3,Q80TS8,SE1L3_MOUSE,reviewed,Protein sel-1 homolog 3 (Suppressor of lin-12-like protein 3) (Sel-1L3),Sel1l3 Kiaa0746,Mus musculus (Mouse),1137
Selo,Q9DBC0,SELO_MOUSE,reviewed,"Protein adenylyltransferase SelO, mitochondrial (EC 2.7.7.-) (EC 2.7.7.n1) (Selenoprotein O) (SelO)",Selenoo Selo,Mus musculus (Mouse),667
Selt,P62342,SELT_MOUSE,reviewed,Thioredoxin reductase-like selenoprotein T (SelT) (EC 1.8.1.9),Selenot Selt,Mus musculus (Mouse),195
Sema3c,Q62181,SEM3C_MOUSE,reviewed,Semaphorin-3C (Semaphorin-E) (Sema E),Sema3c Semae SemE,Mus musculus (Mouse),751
Sema4a,Q62178,SEM4A_MOUSE,reviewed,Semaphorin-4A (Semaphorin-B) (Sema B),Sema4a Semab SemB,Mus musculus (Mouse),760
Sema4b,Q62179,SEM4B_MOUSE,reviewed,Semaphorin-4B (Semaphorin-C) (Sema C),Sema4b Kiaa1745 Semac SemC,Mus musculus (Mouse),823
Sema4g,Q9WUH7,SEM4G_MOUSE,reviewed,Semaphorin-4G,Sema4g,Mus musculus (Mouse),837
Sema5a,Q62217,SEM5A_MOUSE,reviewed,Semaphorin-5A (Semaphorin-F) (Sema F),Sema5a Semaf SemF,Mus musculus (Mouse),1077
Sema6d,Q76KF0,SEM6D_MOUSE,reviewed,Semaphorin-6D,Sema6d Kiaa1479,Mus musculus (Mouse),1073
Sema7a,Q9QUR8,SEM7A_MOUSE,reviewed,Semaphorin-7A (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108),Sema7a Cd108 Semal Semk1,Mus musculus (Mouse),664
Senp3,Q9EP97,SENP3_MOUSE,reviewed,Sentrin-specific protease 3 (EC 3.4.22.-) (SUMO-1-specific protease 3) (Sentrin/SUMO-specific protease SENP3) (Smt3-specific isopeptidase 1) (Smt3ip1),Senp3 Smt3ip Smt3ip1,Mus musculus (Mouse),568
Senp6,Q6P7W0,SENP6_MOUSE,reviewed,Sentrin-specific protease 6 (EC 3.4.22.-) (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6),Senp6 Kiaa0797 Susp1,Mus musculus (Mouse),1132
Sept10,Q8C650,SEP10_MOUSE,reviewed,Septin-10,Septin10 Sept10,Mus musculus (Mouse),452
Sept11,Q8C1B7,SEP11_MOUSE,reviewed,Septin-11,Septin11 D5Ertd606e Sept11,Mus musculus (Mouse),431
Sept2,P42208,SEPT2_MOUSE,reviewed,Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5) (NEDD-5),Septin2 Nedd-5 Nedd5 Sept2,Mus musculus (Mouse),361
Sept5,Q9Z2Q6,SEPT5_MOUSE,reviewed,Septin-5 (Cell division control-related protein 1) (CDCrel-1) (Peanut-like protein 1),Septin5 Pnutl1 Sept5,Mus musculus (Mouse),369
Sept7,O55131,SEPT7_MOUSE,reviewed,Septin-7 (CDC10 protein homolog),Septin7 Cdc10 Sept7,Mus musculus (Mouse),436
Serinc1,Q9QZI8,SERC1_MOUSE,reviewed,Serine incorporator 1 (Axotomy-induced glyco/Golgi protein 2) (Membrane protein TMS-2) (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2),Serinc1 Aigp2 Tde1l Tde2 Tms2,Mus musculus (Mouse),453
Serinc2,Q8K0E7,SERC2_MOUSE,reviewed,Serine incorporator 2 (Tumor differentially expressed protein 2-like),Serinc2 Tde2l,Mus musculus (Mouse),450
Serinc3,Q9QZI9,SERC3_MOUSE,reviewed,Serine incorporator 3 (Axotomy-induced glyco/Golgi protein 1) (AIGP-1) (Axotomy-induced glycoprotein 1) (Membrane protein TMS-1) (Tumor differentially expressed protein 1),Serinc3 Aigp1 Diff33 Tde1 Tms1,Mus musculus (Mouse),472
Serinc5,Q8BHJ6,SERC5_MOUSE,reviewed,Serine incorporator 5 (Axotomy-induced glycoprotein 3) (AIGP-3),Serinc5 Aigp3,Mus musculus (Mouse),461
Serpinb1a,Q9D154,ILEUA_MOUSE,reviewed,Leukocyte elastase inhibitor A (Serine protease inhibitor EIA) (Serpin B1a),Serpinb1a Serpinb1,Mus musculus (Mouse),379
Serpinb6a,Q60854,SPB6_MOUSE,reviewed,Serpin B6 (Placental thrombin inhibitor) (Proteinase inhibitor 6) (PI-6),Serpinb6 Serpinb6a Spi3,Mus musculus (Mouse),378
Serpine1,P22777,PAI1_MOUSE,reviewed,Plasminogen activator inhibitor 1 (PAI) (PAI-1) (Endothelial plasminogen activator inhibitor) (Serpin E1),Serpine1 Mr1 Pai1 Planh1,Mus musculus (Mouse),402
Sertad1,Q9JL10,SRTD1_MOUSE,reviewed,SERTA domain-containing protein 1 (CDK4-binding protein p34SEI1) (SEI-1) (Transcriptional regulator interacting with the PHD-bromodomain 1) (TRIP-Br1),Sertad1 Sei1,Mus musculus (Mouse),236
Sertad3,Q9ERC3,SRTD3_MOUSE,reviewed,SERTA domain-containing protein 3 (Replication protein-binding trans-activator) (RPA-binding trans-activator),Sertad3 Rbt1,Mus musculus (Mouse),197
Sesn2,P58043,SESN2_MOUSE,reviewed,Sestrin-2 (EC 1.11.1.15),Sesn2,Mus musculus (Mouse),480
Sesn3,Q9CYP7,SESN3_MOUSE,reviewed,Sestrin-3,Sesn3,Mus musculus (Mouse),492
Setd3,Q91WC0,SETD3_MOUSE,reviewed,Actin-histidine N-methyltransferase (EC 2.1.1.85) (Endothelial differentiation inhibitory protein D10) (SET domain-containing protein 3),Setd3 D12Ertd771e,Mus musculus (Mouse),594
Setd5,Q5XJV7,SETD5_MOUSE,reviewed,Histone-lysine N-methyltransferase SETD5 (EC 2.1.1.43) (SET domain-containing protein 5),Setd5 Kiaa1757,Mus musculus (Mouse),1441
Setd7,Q8VHL1,SETD7_MOUSE,reviewed,Histone-lysine N-methyltransferase SETD7 (EC 2.1.1.43) (Histone H3-K4 methyltransferase SETD7) (H3-K4-HMTase SETD7) (SET domain-containing protein 7) (SET7/9),Setd7 Kiaa1717 Set7 Set9,Mus musculus (Mouse),366
Setdb1,O88974,SETB1_MOUSE,reviewed,Histone-lysine N-methyltransferase SETDB1 (EC 2.1.1.43) (ERG-associated protein with SET domain) (ESET) (SET domain bifurcated 1),Setdb1 Eset Kiaa0067,Mus musculus (Mouse),1307
Sf3a2,Q62203,SF3A2_MOUSE,reviewed,Splicing factor 3A subunit 2 (SF3a66) (Spliceosome-associated protein 62) (SAP 62),Sf3a2 Sap62,Mus musculus (Mouse),475
Sf3b1,Q99NB9,SF3B1_MOUSE,reviewed,Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155),Sf3b1 Sap155,Mus musculus (Mouse),1304
Sfpq,Q8VIJ6,SFPQ_MOUSE,reviewed,"Splicing factor, proline- and glutamine-rich (DNA-binding p52/p100 complex, 100 kDa subunit) (Polypyrimidine tract-binding protein-associated-splicing factor) (PSF) (PTB-associated-splicing factor)",Sfpq Psf,Mus musculus (Mouse),699
Sft2d1,Q5SSN7,SFT2A_MOUSE,reviewed,Vesicle transport protein SFT2A (SFT2 domain-containing protein 1),Sft2d1,Mus musculus (Mouse),159
Sft2d2,Q8VD57,SFT2B_MOUSE,reviewed,Vesicle transport protein SFT2B (SFT2 domain-containing protein 2),Sft2d2,Mus musculus (Mouse),159
Sfxn1,Q99JR1,SFXN1_MOUSE,reviewed,Sideroflexin-1,Sfxn1,Mus musculus (Mouse),322
Sfxn5,Q925N0,SFXN5_MOUSE,reviewed,Sideroflexin-5,Sfxn5,Mus musculus (Mouse),342
Sgk1,Q9WVC6,SGK1_MOUSE,reviewed,Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1),Sgk1 Sgk,Mus musculus (Mouse),431
Sgk2,Q9QZS5,SGK2_MOUSE,reviewed,Serine/threonine-protein kinase Sgk2 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 2),Sgk2,Mus musculus (Mouse),367
Sgk3,Q9ERE3,SGK3_MOUSE,reviewed,Serine/threonine-protein kinase Sgk3 (EC 2.7.11.1) (Cytokine-independent survival kinase) (Serum/glucocorticoid-regulated kinase 3) (Serum/glucocorticoid-regulated kinase-like),Sgk3 Cisk Sgkl,Mus musculus (Mouse),496
Sgms2,Q9D4B1,SMS2_MOUSE,reviewed,Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2),Sgms2,Mus musculus (Mouse),365
Sgpp2,Q810K3,SGPP2_MOUSE,reviewed,Sphingosine-1-phosphate phosphatase 2 (SPPase2) (Spp2) (EC 3.1.3.-) (Sphingosine-1-phosphatase 2),Sgpp2,Mus musculus (Mouse),354
Sgsm3,Q8VCZ6,SGSM3_MOUSE,reviewed,Small G protein signaling modulator 3 (RUN and TBC1 domain-containing protein 3),Sgsm3 Cip85 Rutbc3,Mus musculus (Mouse),750
Sh2b1,Q91ZM2,SH2B1_MOUSE,reviewed,"SH2B adapter protein 1 (Pro-rich, PH and SH2 domain-containing signaling mediator) (PSM) (SH2 domain-containing protein 1B) (SH2-B PH domain-containing signaling mediator 1)",Sh2b1 Sh2bpsm1,Mus musculus (Mouse),756
