gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Alg9,Q8VDI9,ALG9_MOUSE,reviewed,"Alpha-1,2-mannosyltransferase ALG9 (EC 2.4.1.259) (EC 2.4.1.261) (Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase) (Dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase)",Alg9,Mus musculus (Mouse),611
Rdx,P26043,RADI_MOUSE,reviewed,Radixin (ESP10),Rdx,Mus musculus (Mouse),583
Slc35f2,Q7TML3,S35F2_MOUSE,reviewed,Solute carrier family 35 member F2,Slc35f2,Mus musculus (Mouse),375
Ireb2,Q811J3,IREB2_MOUSE,reviewed,Iron-responsive element-binding protein 2 (IRE-BP 2) (Iron regulatory protein 2) (IRP2),Ireb2 Irp2,Mus musculus (Mouse),963
Psma4,Q9R1P0,PSA4_MOUSE,reviewed,Proteasome subunit alpha type-4 (EC 3.4.25.1) (Macropain subunit C9) (Multicatalytic endopeptidase complex subunit C9) (Proteasome component C9) (Proteasome subunit L),Psma4,Mus musculus (Mouse),261
Hmg20a,Q9DC33,HM20A_MOUSE,reviewed,High mobility group protein 20A (HMG box-containing protein 20A) (HMG domain-containing protein HMGX1) (Inhibitor of BRAF35) (iBRAF),Hmg20a Ibraf,Mus musculus (Mouse),346
Cox5a,P12787,COX5A_MOUSE,reviewed,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",Cox5a,Mus musculus (Mouse),146
Scamp2,Q9ERN0,SCAM2_MOUSE,reviewed,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),Scamp2,Mus musculus (Mouse),329
Ubl7,Q91W67,UBL7_MOUSE,reviewed,Ubiquitin-like protein 7,Ubl7,Mus musculus (Mouse),380
Sema7a,Q9QUR8,SEM7A_MOUSE,reviewed,Semaphorin-7A (Semaphorin-K1) (Sema K1) (Semaphorin-L) (Sema L) (CD antigen CD108),Sema7a Cd108 Semal Semk1,Mus musculus (Mouse),664
Pkm,P52480,KPYM_MOUSE,reviewed,Pyruvate kinase PKM (EC 2.7.1.40) (Pyruvate kinase muscle isozyme),Pkm Pk3 Pkm2 Pykm,Mus musculus (Mouse),531
Gramd2,Q3V3G7,GRM2A_MOUSE,reviewed,GRAM domain-containing protein 2A (GRAM domain-containing protein 2),Gramd2a Gramd2,Mus musculus (Mouse),320
Anp32a,O35381,AN32A_MOUSE,reviewed,Acidic leucine-rich nuclear phosphoprotein 32 family member A (Acidic nuclear phosphoprotein pp32) (Leucine-rich acidic nuclear protein) (LANP) (Potent heat-stable protein phosphatase 2A inhibitor I1PP2A),Anp32a Anp32 Lanp,Mus musculus (Mouse),247
Rpl4,Q9D8E6,RL4_MOUSE,reviewed,60S ribosomal protein L4,Rpl4,Mus musculus (Mouse),419
Snapc5,Q8R2K7,SNPC5_MOUSE,reviewed,snRNA-activating protein complex subunit 5 (SNAPc subunit 5) (Small nuclear RNA-activating complex polypeptide 5) (snRNA-activating protein complex 19 kDa subunit) (SNAPc 19 kDa subunit),Snapc5,Mus musculus (Mouse),98
Igdcc4,Q9EQS9,IGDC4_MOUSE,reviewed,Immunoglobulin superfamily DCC subclass member 4 (Neighbor of punc e11) (Protein DDM36),Igdcc4 Ddm36 Kiaa1628 Nope,Mus musculus (Mouse),1252
Parp16,Q7TMM8,PAR16_MOUSE,reviewed,Protein mono-ADP-ribosyltransferase PARP16 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 15) (Poly [ADP-ribose] polymerase 16) (PARP-16),Parp16 Artd15,Mus musculus (Mouse),322
Clpx,Q9JHS4,CLPX_MOUSE,reviewed,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",Clpx,Mus musculus (Mouse),634
Ppib,P24369,PPIB_MOUSE,reviewed,Peptidyl-prolyl cis-trans isomerase B (PPIase B) (EC 5.2.1.8) (CYP-S1) (Cyclophilin B) (Rotamase B) (S-cyclophilin) (SCYLP),Ppib,Mus musculus (Mouse),216
Fam96a,Q9DCL2,CIA2A_MOUSE,reviewed,Cytosolic iron-sulfur assembly component 2A (MIP18 family protein FAM96A),Ciao2a Fam96a,Mus musculus (Mouse),160
Car12,Q8CI85,CAH12_MOUSE,reviewed,Carbonic anhydrase 12 (EC 4.2.1.1) (Carbonate dehydratase XII) (Carbonic anhydrase XII) (CA-XII),Ca12 Car12,Mus musculus (Mouse),354
Rps27l,Q6ZWY3,RS27L_MOUSE,reviewed,40S ribosomal protein S27-like,Rps27l,Mus musculus (Mouse),84
Rora,P51448,RORA_MOUSE,reviewed,Nuclear receptor ROR-alpha (Nuclear receptor RZR-alpha) (Nuclear receptor subfamily 1 group F member 1) (RAR-related orphan receptor A) (Retinoid-related orphan receptor-alpha),Rora Nr1f1 Rzra,Mus musculus (Mouse),523
Ice2,Q3UZ18,ICE2_MOUSE,reviewed,Little elongation complex subunit 2 (Interactor of little elongator complex ELL subunit 2) (NMDA receptor-regulated protein 2),Ice2 Narg2,Mus musculus (Mouse),988
Sltm,Q8CH25,SLTM_MOUSE,reviewed,SAFB-like transcription modulator (Modulator of estrogen-induced transcription) (SAF-like transcription modulator),Sltm Met,Mus musculus (Mouse),1031
Adam10,O35598,ADA10_MOUSE,reviewed,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),Adam10 Kuz Madm,Mus musculus (Mouse),749
Zfp280d,Q68FE8,Z280D_MOUSE,reviewed,Zinc finger protein 280D (Suppressor of hairy wing homolog 4),Znf280d Suhw4 Zfp280d,Mus musculus (Mouse),974
Nedd4,P46935,NEDD4_MOUSE,reviewed,E3 ubiquitin-protein ligase NEDD4 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase NEDD4) (Neural precursor cell expressed developmentally down-regulated protein 4) (NEDD-4),Nedd4 Kiaa0093 Nedd-4 Nedd4-1 Nedd4a,Mus musculus (Mouse),887
Lysmd2,Q9D7V2,LYSM2_MOUSE,reviewed,LysM and putative peptidoglycan-binding domain-containing protein 2,Lysmd2,Mus musculus (Mouse),215
Gclc,P97494,GSH1_MOUSE,reviewed,Glutamate--cysteine ligase catalytic subunit (EC 6.3.2.2) (GCS heavy chain) (Gamma-ECS) (Gamma-glutamylcysteine synthetase),Gclc Glclc,Mus musculus (Mouse),637
Elovl5,Q8BHI7,ELOV5_MOUSE,reviewed,Elongation of very long chain fatty acids protein 5 (EC 2.3.1.199) (3-keto acyl-CoA synthase Elovl5) (ELOVL fatty acid elongase 5) (ELOVL FA elongase 5) (Very long chain 3-ketoacyl-CoA synthase 5) (Very long chain 3-oxoacyl-CoA synthase 5),Elovl5,Mus musculus (Mouse),299
Ick,Q9JKV2,ICK_MOUSE,reviewed,Serine/threonine-protein kinase ICK (EC 2.7.11.1) (Intestinal cell kinase) (mICK) (MAK-related kinase) (MRK),Ick,Mus musculus (Mouse),629
Gsta4,P24472,GSTA4_MOUSE,reviewed,Glutathione S-transferase A4 (EC 2.5.1.18) (GST A4-4) (GSTA4-4) (GST class-alpha member 4) (Glutathione S-transferase 5.7) (GST 5.7),Gsta4 Gsta,Mus musculus (Mouse),222
Senp6,Q6P7W0,SENP6_MOUSE,reviewed,Sentrin-specific protease 6 (EC 3.4.22.-) (SUMO-1-specific protease 1) (Sentrin/SUMO-specific protease SENP6),Senp6 Kiaa0797 Susp1,Mus musculus (Mouse),1132
Myo6,Q64331,MYO6_MOUSE,reviewed,Unconventional myosin-VI (Unconventional myosin-6),Myo6 Sv,Mus musculus (Mouse),1265
Sh3bgrl2,Q8BG73,SH3L2_MOUSE,reviewed,SH3 domain-binding glutamic acid-rich-like protein 2,Sh3bgrl2,Mus musculus (Mouse),107
Tpbg,Q9Z0L0,TPBG_MOUSE,reviewed,Trophoblast glycoprotein (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (Wnt-activated inhibitory factor 1) (WAIF1),Tpbg 5t4,Mus musculus (Mouse),426
Dopey1,Q8BL99,DOP1_MOUSE,reviewed,Protein dopey-1,Dop1a D9Ertd809e Dopey1,Mus musculus (Mouse),2399
Cyb5r4,Q3TDX8,NB5R4_MOUSE,reviewed,Cytochrome b5 reductase 4 (EC 1.6.2.2) (Flavohemoprotein b5/b5R) (b5+b5R) (N-terminal cytochrome b5 and cytochrome b5 oxidoreductase domain-containing protein) (cb5/cb5R),Cyb5r4 Ncb5or,Mus musculus (Mouse),528
Nt5e,Q61503,5NTD_MOUSE,reviewed,5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (CD antigen CD73),Nt5e Nt5 Nte,Mus musculus (Mouse),576
Ctsh,P49935,CATH_MOUSE,reviewed,Pro-cathepsin H (Cathepsin B3) (Cathepsin BA) [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],Ctsh,Mus musculus (Mouse),333
Plscr1,Q9JJ00,PLS1_MOUSE,reviewed,Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Transplantability-associated protein 1) (NOR1) (TRA1),Plscr1 Tra1b Tras1,Mus musculus (Mouse),328
Rbp1,F8VPQ2,ARI4A_MOUSE,reviewed,AT-rich interactive domain-containing protein 4A (ARID domain-containing protein 4A) (Retinoblastoma-binding protein 1),Arid4a Rbbp1 Rbp1,Mus musculus (Mouse),1261
Rbp1,Q00915,RET1_MOUSE,reviewed,Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I) (mCRBPI),Rbp1 Crbpi Rbp-1,Mus musculus (Mouse),135
Rbp1,Q7TNF8,RIMB1_MOUSE,reviewed,Peripheral-type benzodiazepine receptor-associated protein 1 (PRAX-1) (Peripheral benzodiazepine receptor-interacting protein) (PBR-IP) (RIMS-binding protein 1) (RIM-BP1) (TSPO-associated protein 1),Tspoap1 Bzrap1 Kiaa0612 Rbp1,Mus musculus (Mouse),1846
Stag1,Q9D3E6,STAG1_MOUSE,reviewed,Cohesin subunit SA-1 (SCC3 homolog 1) (Stromal antigen 1),Stag1 Sa1,Mus musculus (Mouse),1258
Msl2,Q69ZF8,MSL2_MOUSE,reviewed,E3 ubiquitin-protein ligase MSL2 (EC 2.3.2.-) (E3 ubiquitin-protein transferase MSL2) (Male-specific lethal 2-like 1) (MSL2-like 1) (Male-specific lethal-2 homolog) (MSL-2) (Male-specific lethal-2 homolog 1) (RING finger protein 184),Msl2 Kiaa1585 Msl2l1 Rnf184,Mus musculus (Mouse),577
Slco2a1,Q9EPT5,SO2A1_MOUSE,reviewed,Solute carrier organic anion transporter family member 2A1 (Prostaglandin transporter) (PGT) (Solute carrier family 21 member 2),Slco2a1 Oatp2a1 Slc21a2,Mus musculus (Mouse),643
Topbp1,Q6ZQF0,TOPB1_MOUSE,reviewed,DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1),Topbp1 Kiaa0259,Mus musculus (Mouse),1515
Aste1,Q8BIR2,ASTE1_MOUSE,reviewed,Protein asteroid homolog 1,Aste1,Mus musculus (Mouse),672
Wdr82,Q8BFQ4,WDR82_MOUSE,reviewed,WD repeat-containing protein 82,Wdr82 Cdw5,Mus musculus (Mouse),313
Dusp7,Q91Z46,DUS7_MOUSE,reviewed,Dual specificity protein phosphatase 7 (EC 3.1.3.16) (EC 3.1.3.48),Dusp7,Mus musculus (Mouse),422
Tusc2,Q9WVF8,TUSC2_MOUSE,reviewed,Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2),Tusc2 Fus1 Lgcc Pdap2,Mus musculus (Mouse),110
Hyal2,O35632,HYAL2_MOUSE,reviewed,Hyaluronidase-2 (Hyal-2) (EC 3.2.1.35) (Hyaluronoglucosaminidase-2),Hyal2,Mus musculus (Mouse),473
Qars,Q8BML9,SYQ_MOUSE,reviewed,Glutamine--tRNA ligase (EC 6.1.1.18) (Glutaminyl-tRNA synthetase) (GlnRS),Qars,Mus musculus (Mouse),775
Slc25a20,Q9Z2Z6,MCAT_MOUSE,reviewed,Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (mCAC) (Solute carrier family 25 member 20),Slc25a20 Cac Cact,Mus musculus (Mouse),301
Prkar2a,P12367,KAP2_MOUSE,reviewed,cAMP-dependent protein kinase type II-alpha regulatory subunit,Prkar2a,Mus musculus (Mouse),401
Ip6k2,Q80V72,IP6K2_MOUSE,reviewed,Inositol hexakisphosphate kinase 2 (InsP6 kinase 2) (EC 2.7.4.-) (P(i)-uptake stimulator) (PiUS),Ip6k2 Ihpk2,Mus musculus (Mouse),448
Pfkfb4,Q6DTY7,F264_MOUSE,reviewed,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4 (6PF-2-K/Fru-2,6-P2ase 4) (PFK/FBPase 4) (6PF-2-K/Fru-2,6-P2ase testis-type isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]",Pfkfb4,Mus musculus (Mouse),469
Shisa5,Q9D7I0,SHSA5_MOUSE,reviewed,Protein shisa-5 (Scotin),Shisa5 Scotin,Mus musculus (Mouse),235
Cdc25a,P48964,MPIP1_MOUSE,reviewed,M-phase inducer phosphatase 1 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25A),Cdc25a Cdc25m3,Mus musculus (Mouse),514
Smarcc1,P97496,SMRC1_MOUSE,reviewed,SWI/SNF complex subunit SMARCC1 (BRG1-associated factor 155) (SWI/SNF complex 155 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 1) (SWI3-related protein) (BAF155),Smarcc1 Baf155 Srg3,Mus musculus (Mouse),1104
Setd2,E9Q5F9,SETD2_MOUSE,reviewed,Histone-lysine N-methyltransferase SETD2 (EC 2.1.1.43) (Lysine N-methyltransferase 3A) (Protein-lysine N-methyltransferase SETD2) (EC 2.1.1.-) (SET domain-containing protein 2),Setd2 Kiaa1732 Kmt3a,Mus musculus (Mouse),2537
Als2cl,Q60I26,AL2CL_MOUSE,reviewed,ALS2 C-terminal-like protein,Als2cl,Mus musculus (Mouse),952
Clasp2,Q8BRT1,CLAP2_MOUSE,reviewed,CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2),Clasp2 Kiaa0627,Mus musculus (Mouse),1286
Dync1li1,Q8R1Q8,DC1L1_MOUSE,reviewed,"Cytoplasmic dynein 1 light intermediate chain 1 (Dynein light chain A) (DLC-A) (Dynein light intermediate chain 1, cytosolic)",Dync1li1 Dncli1 Dnclic1,Mus musculus (Mouse),523
Golga4,Q91VW5,GOGA4_MOUSE,reviewed,Golgin subfamily A member 4 (tGolgin-1),Golga4,Mus musculus (Mouse),2238
Ctdspl,P58465,CTDSL_MOUSE,reviewed,CTD small phosphatase-like protein (CTDSP-like) (EC 3.1.3.16) (Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 3) (NIF-like protein) (Nuclear LIM interactor-interacting factor 1) (NLI-interacting factor 1) (Small C-terminal domain phosphatase 3) (SCP3) (Small CTD phosphatase 3),Ctdspl Nif1 Nifl,Mus musculus (Mouse),276
Acaa1a,Q921H8,THIKA_MOUSE,reviewed,"3-ketoacyl-CoA thiolase A, peroxisomal (EC 2.3.1.16) (Acetyl-CoA acyltransferase A) (Beta-ketothiolase A) (Peroxisomal 3-oxoacyl-CoA thiolase A)",Acaa1a Acaa1,Mus musculus (Mouse),424
Acvr2b,P27040,AVR2B_MOUSE,reviewed,Activin receptor type-2B (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB),Acvr2b,Mus musculus (Mouse),536
Rpl14,Q9CR57,RL14_MOUSE,reviewed,60S ribosomal protein L14,Rpl14,Mus musculus (Mouse),217
Ctnnb1,Q02248,CTNB1_MOUSE,reviewed,Catenin beta-1 (Beta-catenin),Ctnnb1 Catnb,Mus musculus (Mouse),781
Trak1,Q6PD31,TRAK1_MOUSE,reviewed,Trafficking kinesin-binding protein 1 (Protein Milton),Trak1,Mus musculus (Mouse),939
Vipr1,P97751,VIPR1_MOUSE,reviewed,Vasoactive intestinal polypeptide receptor 1 (VIP-R-1) (Pituitary adenylate cyclase-activating polypeptide type II receptor) (PACAP type II receptor) (PACAP-R-2) (PACAP-R2) (VPAC1),Vipr1,Mus musculus (Mouse),459
Yap1,P46938,YAP1_MOUSE,reviewed,Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog),Yap1 Yap Yap65,Mus musculus (Mouse),488
Arhgap42,B2RQE8,RHG42_MOUSE,reviewed,Rho GTPase-activating protein 42 (Rho-type GTPase-activating protein 42),Arhgap42 Graf3,Mus musculus (Mouse),841
Fut4,Q11127,FUT4_MOUSE,reviewed,"Alpha-(1,3)-fucosyltransferase 4 (EC 2.4.1.-) (Fucosyltransferase 4) (Fucosyltransferase IV) (Fuc-TIV) (FucT-IV) (Galactoside 3-L-fucosyltransferase)",Fut4 Elft,Mus musculus (Mouse),433
Cep295,Q8BQ48,CE295_MOUSE,reviewed,Centrosomal protein of 295 kDa,Cep295 Kiaa1731,Mus musculus (Mouse),2412
Zfp26,P10076,ZFP26_MOUSE,reviewed,Zinc finger protein 26 (Zfp-26) (Protein mKR3),Zfp26 Kiaa4196 Mkr3 Zfp-26,Mus musculus (Mouse),861
Dnmt1,P13864,DNMT1_MOUSE,reviewed,DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (Met-1) (EC 2.1.1.37) (DNA methyltransferase MmuI) (DNA MTase MmuI) (M.MmuI) (MCMT),Dnmt1 Dnmt Met1 Uim,Mus musculus (Mouse),1620
Ap1m2,Q9WVP1,AP1M2_MOUSE,reviewed,AP-1 complex subunit mu-2 (AP-mu chain family member mu1B) (Adaptor protein complex AP-1 subunit mu-2) (Adaptor-related protein complex 1 subunit mu-2) (Clathrin assembly protein complex 1 mu-2 medium chain 2) (Golgi adaptor HA1/AP1 adaptin mu-2 subunit) (Mu-adaptin 2) (Mu1B-adaptin),Ap1m2,Mus musculus (Mouse),423
Dpy19l1,A6X919,D19L1_MOUSE,reviewed,Probable C-mannosyltransferase DPY19L1 (EC 2.4.1.-) (Dpy-19-like protein 1) (Protein dpy-19 homolog 1),Dpy19l1,Mus musculus (Mouse),746
Herpud2,Q9JJC9,HERP2_MOUSE,reviewed,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein,Herpud2 MNCb-2040,Mus musculus (Mouse),404
Adamts15,P59384,ATS15_MOUSE,reviewed,A disintegrin and metalloproteinase with thrombospondin motifs 15 (ADAM-TS 15) (ADAM-TS15) (ADAMTS-15) (EC 3.4.24.-),Adamts15,Mus musculus (Mouse),950
St14,P56677,ST14_MOUSE,reviewed,Suppressor of tumorigenicity 14 protein homolog (EC 3.4.21.109) (Epithin) (Serine protease 14),St14 Prss14,Mus musculus (Mouse),855
Aplp2,Q06335,APLP2_MOUSE,reviewed,Amyloid-like protein 2 (APLP-2) (CDEI box-binding protein) (CDEBP),Aplp2,Mus musculus (Mouse),707
Tmem45b,Q8VCZ2,TM45B_MOUSE,reviewed,Transmembrane protein 45B,Tmem45b,Mus musculus (Mouse),278
St3gal4,Q91Y74,SIA4C_MOUSE,reviewed,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 (Alpha 2,3-ST 4) (Beta-galactoside alpha-2,3-sialyltransferase 4) (EC 2.4.99.2) (EC 2.4.99.6) (Alpha 2,3-sialyltransferase IV) (Gal-beta-1,4-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal IV) (ST3GalIV) (Sialyltransferase 4C) (SIAT4-C)",St3gal4 Siat4c,Mus musculus (Mouse),333
Foxred1,Q3TQB2,FXRD1_MOUSE,reviewed,FAD-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-),Foxred1,Mus musculus (Mouse),487
Stt3a,P46978,STT3A_MOUSE,reviewed,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1),Stt3a Itm1,Mus musculus (Mouse),705
Ei24,Q61070,EI24_MOUSE,reviewed,Etoposide-induced protein 2.4 (p53-induced gene 8 protein),Ei24 Pig8,Mus musculus (Mouse),340
Slc37a2,Q9WU81,G6PT3_MOUSE,reviewed,Glucose-6-phosphate exchanger SLC37A2 (Solute carrier family 37 member 2) (cAMP-inducible protein 2),Slc37a2 Ci2,Mus musculus (Mouse),501
Sorl1,O88307,SORL_MOUSE,reviewed,Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA),Sorl1,Mus musculus (Mouse),2215
Sc5d,O88822,SC5D_MOUSE,reviewed,Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase),Sc5d Sc5dl,Mus musculus (Mouse),299
Tbcel,Q8C5W3,TBCEL_MOUSE,reviewed,Tubulin-specific chaperone cofactor E-like protein (Leucine-rich repeat-containing protein 35),Tbcel Lrrc35,Mus musculus (Mouse),424
Arhgef12,Q8R4H2,ARHGC_MOUSE,reviewed,Rho guanine nucleotide exchange factor 12 (Leukemia-associated RhoGEF),Arhgef12 Kiaa0382 Larg,Mus musculus (Mouse),1543
Cbl,P22682,CBL_MOUSE,reviewed,E3 ubiquitin-protein ligase CBL (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene) (Proto-oncogene c-Cbl) (RING-type E3 ubiquitin transferase CBL) (Signal transduction protein CBL),Cbl,Mus musculus (Mouse),913
C2cd2l,Q80X80,C2C2L_MOUSE,reviewed,Phospholipid transfer protein C2CD2L (C2 domain-containing protein 2-like) (Transmembrane protein 24),C2cd2l Tmem24,Mus musculus (Mouse),706
Trappc4,Q9ES56,TPPC4_MOUSE,reviewed,Trafficking protein particle complex subunit 4 (Synbindin) (TRS23 homolog),Trappc4 Sbdn,Mus musculus (Mouse),219
Kmt2a,P55200,KMT2A_MOUSE,reviewed,Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)],Kmt2a All1 Hrx Mll Mll1,Mus musculus (Mouse),3966
Ube4a,E9Q735,UBE4A_MOUSE,reviewed,Ubiquitin conjugation factor E4 A (EC 2.3.2.-),Ube4a Ufd2b,Mus musculus (Mouse),1028
Tmprss4,Q8VCA5,TMPS4_MOUSE,reviewed,Transmembrane protease serine 4 (EC 3.4.21.-) (Channel-activating protease 2) (mCAP2),Tmprss4 Cap2,Mus musculus (Mouse),435
Sidt2,Q8CIF6,SIDT2_MOUSE,reviewed,SID1 transmembrane family member 2,Sidt2,Mus musculus (Mouse),832
Pts,Q9R1Z7,PTPS_MOUSE,reviewed,6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12),Pts,Mus musculus (Mouse),144
Zc3h12c,Q5DTV4,ZC12C_MOUSE,reviewed,Probable ribonuclease ZC3H12C (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein 12C),Zc3h12c Kiaa1726,Mus musculus (Mouse),884
Atm,Q62388,ATM_MOUSE,reviewed,Serine-protein kinase ATM (EC 2.7.11.1) (Ataxia telangiectasia mutated homolog) (A-T mutated homolog),Atm,Mus musculus (Mouse),3066
Acat1,Q8QZT1,THIL_MOUSE,reviewed,"Acetyl-CoA acetyltransferase, mitochondrial (EC 2.3.1.9) (Acetoacetyl-CoA thiolase)",Acat1,Mus musculus (Mouse),424
Peak1,Q69Z38,PEAK1_MOUSE,reviewed,Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269),Peak1 Kiaa2002 Sgk269,Mus musculus (Mouse),1735
Arid3b,Q9Z1N7,ARI3B_MOUSE,reviewed,AT-rich interactive domain-containing protein 3B (ARID domain-containing protein 3B) (Bright and dead ringer protein) (Bright-like protein),Arid3b Bdp Dril2,Mus musculus (Mouse),568
Cd276,Q8VE98,CD276_MOUSE,reviewed,CD276 antigen (B7 homolog 3) (B7-H3) (Costimulatory molecule) (CD antigen CD276),Cd276 B7h3,Mus musculus (Mouse),316
Rplp1,P47955,RLA1_MOUSE,reviewed,60S acidic ribosomal protein P1,Rplp1,Mus musculus (Mouse),114
Glce,Q9EPS3,GLCE_MOUSE,reviewed,D-glucuronyl C5-epimerase (EC 5.1.3.17) (Heparan sulfate C5-epimerase) (Hsepi) (Heparin sulfate C5-epimerase) (Heparin/heparan sulfate:glucuronic acid C5-epimerase) (Heparosan-N-sulfate-glucuronate 5-epimerase),Glce,Mus musculus (Mouse),618
Fem1b,Q9Z2G0,FEM1B_MOUSE,reviewed,Protein fem-1 homolog B (FEM1b) (FEM1-beta) (Fem-1-like death receptor-binding protein alpha) (Fem-1-like in apoptotic pathway protein alpha) (F1A-alpha) (mt-Fem),Fem1b F1aa Kiaa0396,Mus musculus (Mouse),627
Smad6,O35182,SMAD6_MOUSE,reviewed,Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (Mad homolog 7) (SMAD family member 6) (SMAD 6) (Smad6),Smad6 Madh6 Madh7 Msmad6,Mus musculus (Mouse),495
Hacd3,Q8K2C9,HACD3_MOUSE,reviewed,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 (EC 4.2.1.134) (3-hydroxyacyl-CoA dehydratase 3) (HACD3) (Butyrate-induced protein 1) (B-ind1) (Protein-tyrosine phosphatase-like A domain-containing protein 1),Hacd3 Ptplad1,Mus musculus (Mouse),362
Usp3,Q91W36,UBP3_MOUSE,reviewed,Ubiquitin carboxyl-terminal hydrolase 3 (EC 3.4.19.12) (Deubiquitinating enzyme 3) (Ubiquitin thioesterase 3) (Ubiquitin-specific-processing protease 3),Usp3,Mus musculus (Mouse),520
Tpm1,P58771,TPM1_MOUSE,reviewed,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),Tpm1 Tpm-1 Tpma,Mus musculus (Mouse),284
Tln2,Q71LX4,TLN2_MOUSE,reviewed,Talin-2,Tln2,Mus musculus (Mouse),2375
Gcnt3,Q5JCT0,GCNT3_MOUSE,reviewed,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 (EC 2.4.1.102) (EC 2.4.1.148) (EC 2.4.1.150) (C2GnT-mucin type) (C2GnT-M) (Mucus-type core 2 beta-1,6-N-acetylglucosaminyltransferase)",Gcnt3,Mus musculus (Mouse),437
Ccnb2,P30276,CCNB2_MOUSE,reviewed,G2/mitotic-specific cyclin-B2,Ccnb2 Cycb2,Mus musculus (Mouse),398
Rnf111,Q99ML9,RN111_MOUSE,reviewed,E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (RING-type E3 ubiquitin transferase Arkadia),Rnf111,Mus musculus (Mouse),989
