gene_name,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Tax1bp1,Q3UKC1,TAXB1_MOUSE,reviewed,Tax1-binding protein 1 homolog,Tax1bp1,Mus musculus (Mouse),814
Chn2,Q80XD1,CHIO_MOUSE,reviewed,Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3),Chn2 Arhgap3 Bch,Mus musculus (Mouse),332
Znrf2,Q71FD5,ZNRF2_MOUSE,reviewed,E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2),Znrf2,Mus musculus (Mouse),238
Gars,Q9CZD3,GARS_MOUSE,reviewed,Glycine--tRNA ligase (EC 6.1.1.14) (Diadenosine tetraphosphate synthetase) (Ap4A synthetase) (EC 2.7.7.-) (Glycyl-tRNA synthetase 1) (GlyRS),Gars1 Gars,Mus musculus (Mouse),729
Avl9,Q80U56,AVL9_MOUSE,reviewed,Late secretory pathway protein AVL9 homolog,Avl9 Kiaa0241,Mus musculus (Mouse),649
Ccser1,Q8C0C4,CCSE1_MOUSE,reviewed,Serine-rich coiled-coil domain-containing protein 1 (Coiled-coil serine-rich protein 1),Ccser1 Fam190a Kiaa1680,Mus musculus (Mouse),895
Atoh1,P48985,ATOH1_MOUSE,reviewed,Protein atonal homolog 1 (Helix-loop-helix protein mATH-1) (mATH1),Atoh1 Ath1,Mus musculus (Mouse),351
Smarcad1,Q04692,SMRCD_MOUSE,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase SMARCAD1) (Enhancer trap locus homolog 1) (Etl-1),Smarcad1 Etl1 Kiaa1122,Mus musculus (Mouse),1021
Gng12,Q9DAS9,GBG12_MOUSE,reviewed,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,Gng12,Mus musculus (Mouse),72
Rnf103,Q9R1W3,RN103_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF103 (EC 2.3.2.27) (KF-1) (mKF-1) (RING finger protein 103) (RING-type E3 ubiquitin transferase RNF103) (Zinc finger protein 103) (Zfp-103),Rnf103 Zfp103,Mus musculus (Mouse),683
Chmp3,Q9CQ10,CHMP3_MOUSE,reviewed,Charged multivesicular body protein 3 (Chromatin-modifying protein 3) (Vacuolar protein sorting-associated protein 24),Chmp3 Vps24,Mus musculus (Mouse),224
Suclg1,Q9WUM5,SUCA_MOUSE,reviewed,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)",Suclg1,Mus musculus (Mouse),346
Reg3b,P35230,REG3B_MOUSE,reviewed,Regenerating islet-derived protein 3-beta (REG-3-beta) (Pancreatitis-associated protein 1) (Regenerating islet-derived protein III-beta) (Reg III-beta) [Cleaved into: Regenerating islet-derived protein 3-beta 16.5 kDa form; Regenerating islet-derived protein 3-beta 15 kDa form],Reg3b Pap Pap1,Mus musculus (Mouse),175
Mob1a,Q921Y0,MOB1A_MOUSE,reviewed,MOB kinase activator 1A (Mob1 homolog 1B) (Mps one binder kinase activator-like 1B),Mob1a Mobk1b Mobkl1b,Mus musculus (Mouse),216
Cct7,P80313,TCPH_MOUSE,reviewed,T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta),Cct7 Ccth,Mus musculus (Mouse),544
Tgfa,P48030,TGFA_MOUSE,reviewed,Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha (TGF-alpha) (EGF-like TGF) (ETGF) (TGF type 1)],Tgfa,Mus musculus (Mouse),159
Fam136a,Q9CR98,F136A_MOUSE,reviewed,Protein FAM136A,Fam136a,Mus musculus (Mouse),138
Tia1,P52912,TIA1_MOUSE,reviewed,Nucleolysin TIA-1 (RNA-binding protein TIA-1) (T-cell-restricted intracellular antigen-1) (TIA-1),Tia1 Tia,Mus musculus (Mouse),386
Aak1,Q3UHJ0,AAK1_MOUSE,reviewed,AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1),Aak1 Kiaa1048,Mus musculus (Mouse),959
Nfu1,Q9QZ23,NFU1_MOUSE,reviewed,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial (HIRA-interacting protein 5) (mHIRIP5)",Nfu1 Hirip5,Mus musculus (Mouse),255
Gfpt1,P47856,GFPT1_MOUSE,reviewed,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1),Gfpt1 Gfpt,Mus musculus (Mouse),697
Copg1,Q9QZE5,COPG1_MOUSE,reviewed,Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP),Copg1 Copg,Mus musculus (Mouse),874
Klf15,Q9EPW2,KLF15_MOUSE,reviewed,Krueppel-like factor 15 (Cardiovascular Krueppel-like factor),Klf15 Cklf,Mus musculus (Mouse),415
Aldh1l1,Q8R0Y6,AL1L1_MOUSE,reviewed,Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1),Aldh1l1 Fthfd,Mus musculus (Mouse),902
Tmem43,Q9DBS1,TMM43_MOUSE,reviewed,Transmembrane protein 43 (Protein LUMA),Tmem43,Mus musculus (Mouse),400
Slc6a6,O35316,SC6A6_MOUSE,reviewed,Sodium- and chloride-dependent taurine transporter (Solute carrier family 6 member 6),Slc6a6 Taut,Mus musculus (Mouse),621
Nr2c2,P49117,NR2C2_MOUSE,reviewed,Nuclear receptor subfamily 2 group C member 2 (Orphan nuclear receptor TAK1) (Orphan nuclear receptor TR4) (Testicular receptor 4),Nr2c2 Mtr2r1 Tak1 Tr4,Mus musculus (Mouse),596
Arl6ip5,Q8R5J9,PRAF3_MOUSE,reviewed,PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Addicsin) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (Prenylated Rab acceptor protein 2) (Protein JWa),Arl6ip5 Aip5 Jwa Pra2 Praf3,Mus musculus (Mouse),188
Ppp4r2,Q0VGB7,PP4R2_MOUSE,reviewed,Serine/threonine-protein phosphatase 4 regulatory subunit 2,Ppp4r2,Mus musculus (Mouse),417
Bhlhe40,O35185,BHE40_MOUSE,reviewed,Class E basic helix-loop-helix protein 40 (bHLHe40) (Class B basic helix-loop-helix protein 2) (bHLHb2) (Differentially expressed in chondrocytes protein 1) (DEC1) (E47 interaction protein 1) (EIP1) (Stimulated by retinoic acid gene 13 protein),Bhlhe40 Bhlhb2 Clast5 Dec1 Stra13,Mus musculus (Mouse),411
Edem1,Q925U4,EDEM1_MOUSE,reviewed,ER degradation-enhancing alpha-mannosidase-like protein 1,Edem1 Edem,Mus musculus (Mouse),652
Setd5,Q5XJV7,SETD5_MOUSE,reviewed,Histone-lysine N-methyltransferase SETD5 (EC 2.1.1.359) (EC 2.1.1.367) (SET domain-containing protein 5),Setd5 Kiaa1757,Mus musculus (Mouse),1441
Mtmr14,Q8VEL2,MTMRE_MOUSE,reviewed,Myotubularin-related protein 14 (EC 3.1.3.-) (mJumpy),Mtmr14,Mus musculus (Mouse),648
Arpc4,P59999,ARPC4_MOUSE,reviewed,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC),Arpc4 Arc20,Mus musculus (Mouse),168
Irak2,Q8CFA1,IRAK2_MOUSE,reviewed,Interleukin-1 receptor-associated kinase-like 2 (IRAK-2) (mu-IRAK-2),Irak2,Mus musculus (Mouse),622
Pparg,P37238,PPARG_MOUSE,reviewed,Peroxisome proliferator-activated receptor gamma (PPAR-gamma) (Nuclear receptor subfamily 1 group C member 3),Pparg Nr1c3,Mus musculus (Mouse),505
Hnrnpf,Q9Z2X1,HNRPF_MOUSE,reviewed,"Heterogeneous nuclear ribonucleoprotein F (hnRNP F) [Cleaved into: Heterogeneous nuclear ribonucleoprotein F, N-terminally processed]",Hnrnpf Hnrpf,Mus musculus (Mouse),415
Kdm5a,Q3UXZ9,KDM5A_MOUSE,reviewed,Lysine-specific demethylase 5A (EC 1.14.11.67) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2) ([histone H3]-trimethyl-L-lysine(4) demethylase 5A),Kdm5a Jarid1a Rbp2,Mus musculus (Mouse),1690
Phb2,O35129,PHB2_MOUSE,reviewed,Prohibitin-2 (B-cell receptor-associated protein BAP37) (Repressor of estrogen receptor activity),Phb2 Bap Bcap37 Rea,Mus musculus (Mouse),299
Mlf2,Q99KX1,MLF2_MOUSE,reviewed,Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2),Mlf2,Mus musculus (Mouse),247
Ing4,Q8C0D7,ING4_MOUSE,reviewed,Inhibitor of growth protein 4 (p29ING4),Ing4,Mus musculus (Mouse),249
Chd4,Q6PDQ2,CHD4_MOUSE,reviewed,Chromodomain-helicase-DNA-binding protein 4 (CHD-4) (EC 3.6.4.12),Chd4,Mus musculus (Mouse),1915
Scnn1a,Q61180,SCNNA_MOUSE,reviewed,Amiloride-sensitive sodium channel subunit alpha (Alpha-NaCH) (Epithelial Na(+) channel subunit alpha) (Alpha-ENaC) (Nonvoltage-gated sodium channel 1 subunit alpha) (SCNEA),Scnn1a,Mus musculus (Mouse),699
Tnfrsf1a,P25118,TNR1A_MOUSE,reviewed,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (TNF-R1) (Tumor necrosis factor receptor type I) (TNF-RI) (TNFR-I) (p55) (p60) (CD antigen CD120a),Tnfrsf1a Tnfr-1 Tnfr1,Mus musculus (Mouse),454
Clec2h,Q8C1T8,CLC2H_MOUSE,reviewed,C-type lectin domain family 2 member H (C-type lectin-related protein F) (Clr-f),Clec2h Clrf,Mus musculus (Mouse),218
Clec2d,Q91V08,CLC2D_MOUSE,reviewed,C-type lectin domain family 2 member D (C-type lectin-related protein B) (Clr-b) (Lectin-like transmembrane protein) (Osteoclast inhibitory lectin),Clec2d Clrb Ocil,Mus musculus (Mouse),207
Etv6,P97360,ETV6_MOUSE,reviewed,Transcription factor ETV6 (ETS translocation variant 6) (ETS-related protein Tel1) (Tel),Etv6 Tel Tel1,Mus musculus (Mouse),485
Crebl2,Q32M00,CRBL2_MOUSE,reviewed,cAMP-responsive element-binding protein-like 2,Crebl2,Mus musculus (Mouse),123
Cdkn1b,P46414,CDN1B_MOUSE,reviewed,Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1),Cdkn1b,Mus musculus (Mouse),197
Ddx47,Q9CWX9,DDX47_MOUSE,reviewed,Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47),Ddx47,Mus musculus (Mouse),455
Gprc5a,Q8BHL4,RAI3_MOUSE,reviewed,Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Retinoic acid-induced gene 1 protein) (RAIG-1),Gprc5a Rai3 Raig1,Mus musculus (Mouse),356
Emp1,P47801,EMP1_MOUSE,reviewed,Epithelial membrane protein 1 (EMP-1) (Tumor-associated membrane protein),Emp1 Tmp,Mus musculus (Mouse),160
Atf7ip,Q7TT18,MCAF1_MOUSE,reviewed,Activating transcription factor 7-interacting protein 1 (ATFa-associated modulator) (mAM) (MBD1-containing chromatin-associated factor 1),Atf7ip Mcaf1,Mus musculus (Mouse),1306
Dera,Q91YP3,DEOC_MOUSE,reviewed,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),Dera,Mus musculus (Mouse),318
Mgst1,Q91VS7,MGST1_MOUSE,reviewed,Microsomal glutathione S-transferase 1 (Microsomal GST-1) (EC 2.5.1.18) (Microsomal GST-I),Mgst1,Mus musculus (Mouse),155
Aebp2,Q9Z248,AEBP2_MOUSE,reviewed,Zinc finger protein AEBP2 (Adipocyte enhancer-binding protein 2) (AE-binding protein 2),Aebp2,Mus musculus (Mouse),504
Pde3a,Q9Z0X4,PDE3A_MOUSE,reviewed,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A (EC 3.1.4.17) (Cyclic GMP-inhibited phosphodiesterase A) (CGI-PDE A)",Pde3a,Mus musculus (Mouse),1141
Golt1b,Q9CR60,GOT1B_MOUSE,reviewed,Vesicle transport protein GOT1B (Golgi transport 1 homolog B),Golt1b,Mus musculus (Mouse),138
Cmas,Q99KK2,NEUA_MOUSE,reviewed,N-acylneuraminate cytidylyltransferase (EC 2.7.7.43) (CMP-N-acetylneuraminic acid synthase) (CMP-NeuNAc synthase),Cmas,Mus musculus (Mouse),432
Etnk1,Q9D4V0,EKI1_MOUSE,reviewed,Ethanolamine kinase 1 (EKI 1) (EC 2.7.1.82),Etnk1 Eki1,Mus musculus (Mouse),363
Lrmp,Q60664,IRAG2_MOUSE,reviewed,"Inositol 1,4,5-triphosphate receptor associated 2 (Lymphoid-restricted membrane protein) (Protein Jaw1) [Cleaved into: Processed inositol 1,4,5-triphosphate receptor associated 2]",Irag2 Jaw1 Lrmp,Mus musculus (Mouse),539
Ccdc91,Q9D8L5,CCD91_MOUSE,reviewed,Coiled-coil domain-containing protein 91 (GGA-binding partner),Ccdc91 Ggabp,Mus musculus (Mouse),442
Samd9l,Q69Z37,SAM9L_MOUSE,reviewed,Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like),Samd9l Kiaa2005,Mus musculus (Mouse),1561
Pon2,Q62086,PON2_MOUSE,reviewed,Serum paraoxonase/arylesterase 2 (PON 2) (EC 3.1.1.2) (EC 3.1.1.81) (Aromatic esterase 2) (A-esterase 2) (Serum aryldialkylphosphatase 2),Pon2,Mus musculus (Mouse),354
Slc25a13,Q9QXX4,CMC2_MOUSE,reviewed,Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13),Slc25a13 Aralar2,Mus musculus (Mouse),676
Ndufa4,Q62425,NDUA4_MOUSE,reviewed,Cytochrome c oxidase subunit NDUFA4,Ndufa4,Mus musculus (Mouse),82
Ndufa5,Q9CPP6,NDUA5_MOUSE,reviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 (Complex I subunit B13) (Complex I-13kD-B) (CI-13kD-B) (NADH-ubiquinone oxidoreductase 13 kDa-B subunit),Ndufa5,Mus musculus (Mouse),116
Wasl,Q91YD9,WASL_MOUSE,reviewed,Neural Wiskott-Aldrich syndrome protein (N-WASP),Wasl,Mus musculus (Mouse),501
Tnpo3,Q6P2B1,TNPO3_MOUSE,reviewed,Transportin-3,Tnpo3,Mus musculus (Mouse),923
Ube2h,P62257,UBE2H_MOUSE,reviewed,Ubiquitin-conjugating enzyme E2 H (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme H) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme H) (UBCH2) (Ubiquitin carrier protein H) (Ubiquitin-conjugating enzyme E2-20K) (Ubiquitin-protein ligase H),Ube2h,Mus musculus (Mouse),183
Copg2,Q9QXK3,COPG2_MOUSE,reviewed,Coatomer subunit gamma-2 (Gamma-2-coat protein) (Gamma-2-COP),Copg2,Mus musculus (Mouse),871
Chchd3,Q9CRB9,MIC19_MOUSE,reviewed,MICOS complex subunit Mic19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3),Chchd3 Mic19,Mus musculus (Mouse),227
Slc35b4,Q8CIA5,S35B4_MOUSE,reviewed,UDP-xylose and UDP-N-acetylglucosamine transporter (Solute carrier family 35 member B4),Slc35b4 MNCb-4414,Mus musculus (Mouse),331
Cnot4,Q8BT14,CNOT4_MOUSE,reviewed,CCR4-NOT transcription complex subunit 4 (EC 2.3.2.27) (CCR4-associated factor 4) (E3 ubiquitin-protein ligase CNOT4) (Potential transcriptional repressor NOT4Hp) (RING-type E3 ubiquitin transferase CNOT4),Cnot4 Not4,Mus musculus (Mouse),575
Mtpn,P62774,MTPN_MOUSE,reviewed,Myotrophin (Granule cell differentiation protein) (Protein V-1),Mtpn Gcdp,Mus musculus (Mouse),118
Creb3l2,Q8BH52,CR3L2_MOUSE,reviewed,Cyclic AMP-responsive element-binding protein 3-like protein 2 (cAMP-responsive element-binding protein 3-like protein 2) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 2],Creb3l2 Bbf2h7,Mus musculus (Mouse),521
Zc3hav1,Q3UPF5,ZCCHV_MOUSE,reviewed,Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13),Zc3hav1,Mus musculus (Mouse),946
Hipk2,Q9QZR5,HIPK2_MOUSE,reviewed,Homeodomain-interacting protein kinase 2 (EC 2.7.11.1) (Nuclear body-associated kinase 1) (Sialophorin tail-associated nuclear serine/threonine-protein kinase),Hipk2 Nbak1 Stank,Mus musculus (Mouse),1196
Parp12,Q8BZ20,PAR12_MOUSE,reviewed,Protein mono-ADP-ribosyltransferase PARP12 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 12) (ARTD12) (Poly [ADP-ribose] polymerase 12) (PARP-12) (Zinc finger CCCH domain-containing protein 1),Parp12 Zc3hdc1,Mus musculus (Mouse),711
Kdm7a,Q3UWM4,KDM7A_MOUSE,reviewed,Lysine-specific demethylase 7A (EC 1.14.11.-) (JmjC domain-containing histone demethylation protein 1D) (Lysine-specific demethylase 7),Kdm7a Jhdm1d Kdm7 Kiaa1718,Mus musculus (Mouse),940
Trpv6,Q91WD2,TRPV6_MOUSE,reviewed,Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2),Trpv6,Mus musculus (Mouse),767
Tcaf2,Q921K8,TCAF2_MOUSE,reviewed,TRPM8 channel-associated factor 2 (TRP channel-associated factor 2),Tcaf2 Fam115c Fam139a,Mus musculus (Mouse),919
Ezh2,Q61188,EZH2_MOUSE,reviewed,Histone-lysine N-methyltransferase EZH2 (EC 2.1.1.356) (ENX-1) (Enhancer of zeste homolog 2),Ezh2 Enx1h,Mus musculus (Mouse),746
Tra2a,Q6PFR5,TRA2A_MOUSE,reviewed,Transformer-2 protein homolog alpha (TRA-2 alpha) (TRA2-alpha) (Transformer-2 protein homolog A),Tra2a,Mus musculus (Mouse),281
Osbpl3,Q9DBS9,OSBL3_MOUSE,reviewed,Oxysterol-binding protein-related protein 3 (ORP-3) (OSBP-related protein 3),Osbpl3 Orp3,Mus musculus (Mouse),855
Cycs,P62897,CYC_MOUSE,reviewed,"Cytochrome c, somatic",Cycs,Mus musculus (Mouse),105
Hnrnpa2b1,O88569,ROA2_MOUSE,reviewed,Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1),Hnrnpa2b1 Hnrpa2b1,Mus musculus (Mouse),353
Hoxa3,P02831,HXA3_MOUSE,reviewed,Homeobox protein Hox-A3 (Homeobox protein Hox-1.5) (Homeobox protein MO-10),Hoxa3 Hox-1.5 Hoxa-3,Mus musculus (Mouse),443
Hoxa6,P09092,HXA6_MOUSE,reviewed,Homeobox protein Hox-A6 (Homeobox protein Hox-1.2) (Homeobox protein M5-4),Hoxa6 Hox-1.2 Hoxa-6,Mus musculus (Mouse),232
Hoxa7,P02830,HXA7_MOUSE,reviewed,Homeobox protein Hox-A7 (Homeobox protein Hox-1.1) (Homeobox protein M6-12) (M6),Hoxa7 Hox-1.1 Hoxa-7,Mus musculus (Mouse),229
Hoxa9,P09631,HXA9_MOUSE,reviewed,Homeobox protein Hox-A9 (Homeobox protein Hox-1.7),Hoxa9 Hox-1.7 Hoxa-9,Mus musculus (Mouse),271
Hoxa10,P31310,HXA10_MOUSE,reviewed,Homeobox protein Hox-A10 (Homeobox protein Hox-1.8),Hoxa10 Hox-1.8 Hoxa-10,Mus musculus (Mouse),416
Hibadh,Q99L13,3HIDH_MOUSE,reviewed,"3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)",Hibadh,Mus musculus (Mouse),335
Gadd45a,P48316,GA45A_MOUSE,reviewed,Growth arrest and DNA damage-inducible protein GADD45 alpha (DNA damage-inducible transcript 1 protein) (DDIT-1),Gadd45a Ddit1 Gadd45,Mus musculus (Mouse),165
Rmnd5a,Q80YQ8,RMD5A_MOUSE,reviewed,E3 ubiquitin-protein ligase RMND5A (EC 2.3.2.27) (Protein RMD5 homolog A),Rmnd5a,Mus musculus (Mouse),391
Kdm3a,Q6PCM1,KDM3A_MOUSE,reviewed,Lysine-specific demethylase 3A (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2A) (Jumonji domain-containing protein 1A) ([histone H3]-dimethyl-L-lysine(9) demethylase 3A),Kdm3a Jhdm2a Jmjd1a Kiaa0742,Mus musculus (Mouse),1323
Rnf181,Q9CY62,RN181_MOUSE,reviewed,E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181) (RING-type E3 ubiquitin transferase RNF181),Rnf181,Mus musculus (Mouse),165
Vamp8,O70404,VAMP8_MOUSE,reviewed,Vesicle-associated membrane protein 8 (VAMP-8) (Endobrevin) (Edb),Vamp8,Mus musculus (Mouse),101
Mat2a,Q3THS6,METK2_MOUSE,reviewed,S-adenosylmethionine synthase isoform type-2 (AdoMet synthase 2) (EC 2.5.1.6) (Methionine adenosyltransferase 2) (MAT 2),Mat2a,Mus musculus (Mouse),395
Tgoln1,Q62313,TGON1_MOUSE,reviewed,Trans-Golgi network integral membrane protein 1 (TGN38A),Tgoln1 Ttgn1,Mus musculus (Mouse),353
Kcmf1,Q80UY2,KCMF1_MOUSE,reviewed,E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (Differentially expressed in branching tubulogenesis 91) (Debt-91) (RING-type E3 ubiquitin transferase KCMF1),Kcmf1 Debt91,Mus musculus (Mouse),381
Tmsb10,Q6ZWY8,TYB10_MOUSE,reviewed,Thymosin beta-10,Tmsb10 Ptmb10,Mus musculus (Mouse),44
Reg3g,O09049,REG3G_MOUSE,reviewed,Regenerating islet-derived protein 3-gamma (REG-3-gamma) (Pancreatitis-associated protein 3) (Regenerating islet-derived protein III-gamma) (Reg III-gamma) [Cleaved into: Regenerating islet-derived protein 3-gamma 16.5 kDa form; Regenerating islet-derived protein 3-gamma 15 kDa form],Reg3g Pap3,Mus musculus (Mouse),174
Hk2,O08528,HXK2_MOUSE,reviewed,Hexokinase-2 (EC 2.7.1.1) (Hexokinase type II) (HK II),Hk2,Mus musculus (Mouse),917
Tet3,Q8BG87,TET3_MOUSE,reviewed,Methylcytosine dioxygenase TET3 (EC 1.14.11.n2),Tet3,Mus musculus (Mouse),1803
Paip2b,Q91W45,PAI2B_MOUSE,reviewed,Polyadenylate-binding protein-interacting protein 2B (PABP-interacting protein 2B) (PAIP-2B) (Poly(A)-binding protein-interacting protein 2B),Paip2b Kiaa1155,Mus musculus (Mouse),136
Exoc6b,A6H5Z3,EXC6B_MOUSE,reviewed,Exocyst complex component 6B (Exocyst complex component Sec15B) (SEC15-like protein 2),Exoc6b Sec15b Sec15l2,Mus musculus (Mouse),810
Sfxn5,Q925N0,SFXN5_MOUSE,reviewed,Sideroflexin-5,Sfxn5,Mus musculus (Mouse),342
Pcbp1,P60335,PCBP1_MOUSE,reviewed,Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1) (hnRNP E1),Pcbp1,Mus musculus (Mouse),356
Mxd1,P50538,MAD1_MOUSE,reviewed,Max dimerization protein 1 (Max dimerizer 1) (Protein MAD),Mxd1 Mad Mad1,Mus musculus (Mouse),227
Anxa4,P97429,ANXA4_MOUSE,reviewed,Annexin A4 (Annexin IV) (Annexin-4),Anxa4 Anx4,Mus musculus (Mouse),319
Cnbp,P53996,CNBP_MOUSE,reviewed,Cellular nucleic acid-binding protein (CNBP) (Zinc finger protein 9),Cnbp Cnbp1 Znf9,Mus musculus (Mouse),178
Rab7,P51150,RAB7A_MOUSE,reviewed,Ras-related protein Rab-7a,Rab7a Rab7,Mus musculus (Mouse),207
Plxna1,P70206,PLXA1_MOUSE,reviewed,Plexin-A1 (Plex 1) (Plexin-1),Plxna1 Kiaa4053,Mus musculus (Mouse),1894
Iqsec1,Q8R0S2,IQEC1_MOUSE,reviewed,IQ motif and SEC7 domain-containing protein 1,Iqsec1 Kiaa0763,Mus musculus (Mouse),961
Nup210,Q9QY81,PO210_MOUSE,reviewed,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),Nup210 Kiaa0906,Mus musculus (Mouse),1886
Magi1,Q6RHR9,MAGI1_MOUSE,reviewed,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1 (BAI1-associated protein 1) (BAP-1) (Membrane-associated guanylate kinase inverted 1) (MAGI-1)",Magi1 Baiap1 Bap1,Mus musculus (Mouse),1471
Lrig1,P70193,LRIG1_MOUSE,reviewed,Leucine-rich repeats and immunoglobulin-like domains protein 1 (LIG-1),Lrig1,Mus musculus (Mouse),1091
Frmd4b,Q920B0,FRM4B_MOUSE,reviewed,FERM domain-containing protein 4B (GRP1-binding protein GRSP1) (Golgi-associated band 4.1-like protein) (GOBLIN),Frmd4b,Mus musculus (Mouse),1035
Foxp1,P58462,FOXP1_MOUSE,reviewed,Forkhead box protein P1 (Forkhead-related transcription factor 1),Foxp1,Mus musculus (Mouse),705
Sumf1,Q8R0F3,SUMF1_MOUSE,reviewed,Formylglycine-generating enzyme (FGE) (EC 1.8.3.7) (C-alpha-formylglycine-generating enzyme 1) (Sulfatase-modifying factor 1),Sumf1 Fge,Mus musculus (Mouse),372
Plxnd1,Q3UH93,PLXD1_MOUSE,reviewed,Plexin-D1,Plxnd1,Mus musculus (Mouse),1925
Ret,P35546,RET_MOUSE,reviewed,Proto-oncogene tyrosine-protein kinase receptor Ret (EC 2.7.10.1) (Proto-oncogene c-Ret) [Cleaved into: Soluble RET kinase fragment; Extracellular cell-membrane anchored RET cadherin 120 kDa fragment],Ret,Mus musculus (Mouse),1115
Adipor2,Q8BQS5,PAQR2_MOUSE,reviewed,Adiponectin receptor protein 2 (Progestin and adipoQ receptor family member 2) (Progestin and adipoQ receptor family member II),Adipor2 D6Ucla1e Parq2,Mus musculus (Mouse),386
Erc1,Q99MI1,RB6I2_MOUSE,reviewed,ELKS/Rab6-interacting/CAST family member 1 (ERC-1) (CAZ-associated structural protein 2) (CAST2) (Rab6-interacting protein 2),Erc1 Cast2 Kiaa1081 Rab6ip2,Mus musculus (Mouse),1120
Wnk1,P83741,WNK1_MOUSE,reviewed,Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1),Wnk1 Hsn2 Prkwnk1,Mus musculus (Mouse),2377
Atp6v1e1,P50518,VATE1_MOUSE,reviewed,V-type proton ATPase subunit E 1 (V-ATPase subunit E 1) (V-ATPase 31 kDa subunit) (p31) (Vacuolar proton pump subunit E 1),Atp6v1e1 Atp6e Atp6e2,Mus musculus (Mouse),226
